STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
723060,13722,20060114,51.1,24,39.9,24,998.1,24,982.5,22,9.7,24,11.7,24,21.8,29.7,69.1,42.1, 0.12G,999.9,10000
723060,13722,20060115,38.9,24,14.3,24,1010,24,993.9,24,10,24,8.4,24,12.8,19.8,59,30, 0.00G,999.9,0
723060,13722,20060116,44.1,24,24.6,24,1014,24,997.9,24,10,24,2.9,24,9.9,999.9,62.1,30, 0.00G,999.9,0
723060,13722,20060117,52.9,24,41.6,24,1013.2,23,997,19,8.8,24,5.6,24,15,20.8,68,30.9, 0.03G,999.9,0
723060,13722,20060118,54,24,41,24,1010.7,23,996.4,18,8.9,24,16.2,24,25.8,35.7,68,37.9, 0.45G,999.9,10000
723060,13722,20060119,42.3,24,24.7,24,1027.3,24,1010.9,24,10,24,4.6,24,8.9,999.9,66.9,30, 0.00I,999.9,0
723060,13722,20060120,49,24,30.7,24,1027.3,24,1011.1,24,10,24,8,24,13.8,999.9,63,30, 0.00G,999.9,0
723060,13722,20060121,52,24,46.9,24,1024.3,22,1008.4,18,7.9,24,6,24,8,999.9,63,36, 0.00G,999.9,10000
723060,13722,20060122,46.8,24,37.5,24,1031.9,24,1016.3,17,8,24,7.5,24,15,20.8,   57.9*,  37.4*, 0.35G,999.9,0
723060,13722,20060123,40.1,24,38.9,24,1023.4,24,9999.9,0,1.5,24,4.9,24,10.9,999.9,54,37, 0.09G,999.9,110000
723060,13722,20060124,50.1,24,45.1,24,1014.5,24,997.4,12,5.5,24,4.7,24,11.8,999.9,59,37, 0.03G,999.9,10000
723060,13722,20060125,47.1,24,28.4,24,1013.5,24,997.5,24,9.5,24,9.8,24,15,25.8,59,42.1, 0.01G,999.9,0
723060,13722,20060126,37.9,24,16.7,24,1025.9,24,1009.6,24,10,24,6.9,24,12,20.8,50,27, 0.00G,999.9,0
723060,13722,20060127,36.5,24,13.5,24,1035.8,24,1019.3,24,10,24,2.1,24,7,999.9,51.1,21, 0.00G,999.9,0
723060,13722,20060128,41,24,18.3,24,1032.2,24,1015.8,24,10,24,4.9,24,11.1,999.9,60.1,21, 0.00G,999.9,0
723060,13722,20060129,53.3,24,42.4,24,1018.9,24,1002.6,24,10,24,11.1,24,27.8,34.8,   63.0*,  44.1*, 0.00G,999.9,0
723060,13722,20060130,57.8,24,50.6,24,1009.4,24,993.1,19,8.6,24,4.6,24,14,999.9,64.9,45, 0.00G,999.9,0
723060,13722,20060131,49.3,24,37.8,24,1005.7,24,991.3,19,9.5,24,6.6,24,15.9,26.8,64.9,42.1, 0.31G,999.9,10000
723060,13722,20060201,39.5,24,25.7,24,1017.1,24,1000.9,24,9.8,24,3,24,8.9,999.9,53.1,26.1, 0.02G,999.9,0
723060,13722,20060202,44.3,24,31.4,24,1014.8,24,998.5,20,8.8,24,3.1,24,11.8,999.9,60.1,26.2, 0.00G,999.9,0
723060,13722,20060203,61.1,24,51.7,24,1006.8,22,991.4,20,9.7,24,9.2,24,15.9,20.8,   69.1*,  55.0*, 0.07G,999.9,10000
723060,13722,20060204,58.2,24,54.2,24,1002.5,20,987.3,13,6.3,24,8.5,24,21.8,24.9,69.1,51.1, 0.01G,999.9,0
723060,13722,20060205,43.6,24,26,24,1004.5,24,988.6,24,10,24,9.5,24,17.9,24.9,64.9,36, 0.45G,999.9,0
723060,13722,20060206,36.7,24,20.8,24,1016.3,24,1000.1,24,10,24,5.7,24,14,999.9,52,25, 0.00G,999.9,0
723060,13722,20060207,44,24,21.7,24,1017,24,1000.9,24,10,24,6.1,24,10.9,15,52,25.2, 0.00G,999.9,0
723060,13722,20060208,35.8,24,17,24,1019.1,24,1002.8,24,10,24,2,24,7,999.9,51.1,24.1, 0.00G,999.9,0
723060,13722,20060209,38.3,24,17.1,24,1019.5,24,1003.3,24,10,24,4.1,24,9.9,15.9,48.9,26.2, 0.00G,999.9,0
723060,13722,20060210,35,24,16.1,24,1023.3,24,1006.9,24,10,24,4.5,24,17.9,20.8,53.1,19.9, 0.00G,999.9,0
723060,13722,20060211,42,24,32,24,1013.9,24,1002.5,11,6.4,24,4.9,24,14,999.9,   48.0*,  39.0*, 0.00G,999.9,10000
723060,13722,20060212,37,24,27,24,1007.7,24,992.2,20,8.7,24,7.4,24,12,20.8,44.1,34, 0.39G,999.9,10000
723060,13722,20060213,33.6,24,16.2,24,1018,24,1001.7,24,10,24,5.6,24,11.8,17.9,44.1,24.1, 0.00G,999.9,0
723060,13722,20060214,37.9,24,20.1,24,1022.3,24,1005.9,24,10,24,7,24,11.8,17.9,57,24.1, 0.00G,999.9,0
723060,13722,20060215,47.7,24,25.6,24,1026,24,1009.7,24,10,24,8.1,24,12.8,18.8,64.9,24.3, 0.00G,999.9,0
723060,13722,20060216,54.9,24,32.7,24,1026.6,24,1010.4,24,10,24,7.3,24,15,18.8,70,36, 0.00G,999.9,0
723060,13722,20060217,60.4,24,45.9,24,1021.3,24,1005.4,24,10,24,10.2,24,13.8,21.8,73.9,41, 0.00G,999.9,0
723060,13722,20060218,43.8,24,26.3,24,1023.8,24,1007.7,20,9.5,24,5.4,24,8.9,999.9,   59.0*,  35.1*, 0.00G,999.9,1000
723060,13722,20060219,30.1,24,13.7,24,1029.4,24,1012.9,24,10,24,5.8,24,11.8,13.8,48,19.9, 0.07G,999.9,0
723060,13722,20060220,36.5,24,17.8,24,1023.9,24,1007.1,20,9.7,24,3.5,24,8,999.9,48.9,21, 0.00G,999.9,1000
723060,13722,20060221,46.7,24,33.3,24,1017.1,24,1001,16,7.9,24,4.2,24,8,999.9,62.1,31.1, 0.00G,999.9,0
723060,13722,20060222,45.6,24,39,24,1016.2,24,1001,12,5.5,24,2.6,24,7,999.9,62.1,36, 0.00G,999.9,100000
723060,13722,20060223,48.4,24,40.1,24,1014.1,24,999.3,9,4.1,24,4.1,24,9.9,17.9,60.1,37.9, 0.55G,999.9,10000
723060,13722,20060224,46.9,24,21.1,24,1022.8,24,1006.6,24,10,24,5.6,24,11.1,15.9,60.1,36, 0.11G,999.9,0
723060,13722,20060225,45.9,24,26.4,24,1024.1,24,1008,24,10,24,5.9,24,15,22.7,60.1,34, 0.00G,999.9,0
723060,13722,20060226,43.4,24,21.5,24,1019.7,24,1003.6,24,10,24,10.1,24,18.8,24.9,60.1,33.1, 0.00G,999.9,0
723060,13722,20060227,35.8,24,6.4,24,1023.6,24,1007.2,24,10,24,5.5,24,15,20.8,53.1,19.9, 0.00G,999.9,0
723060,13722,20060228,51.9,24,25.6,24,1014.4,24,998.4,24,10,24,9.4,24,12.8,18.8,   68.0*,  43.0*, 0.00G,999.9,0
723060,13722,20060301,58.5,24,39.8,24,1011.7,24,995.9,24,10,24,6.6,24,15,17.9,77,43, 0.00G,999.9,0
723060,13722,20060302,65.1,24,48.3,24,1006.5,24,991,24,9.6,24,9.9,24,19.8,24.9,79,43, 0.00G,999.9,0
723060,13722,20060303,54.3,24,28,24,1012.8,24,997.1,24,10,24,8.4,24,13.8,19.8,79,43, 0.00G,999.9,0
723060,13722,20060304,40.3,24,16,24,1022,24,1005.8,24,10,24,5.2,24,8.9,13.8,64,25, 0.00G,999.9,0
723060,13722,20060305,43.2,24,15.5,24,1024.2,24,1007.9,24,10,24,2.9,24,8,999.9,57.9,25.2, 0.00G,999.9,0
723060,13722,20060306,47.2,24,31.4,24,1017.3,24,1001.5,19,8.9,24,3,24,8,999.9,   50.0*,  42.1*, 0.00G,999.9,10000
723060,13722,20060307,44,24,29.3,24,1019,24,1002.7,21,9.1,24,5.9,24,12.8,17.9,55,36, 0.12G,999.9,0
723060,13722,20060308,43.2,24,23.9,24,1021.8,24,1005.5,24,10,24,3.8,24,11.1,16.9,64.9,27, 0.01G,999.9,0
723060,13722,20060309,57,24,36.3,24,1015.5,24,999.6,24,10,24,11.1,24,18.1,25.8,   72.0*,  45.0*, 0.00G,999.9,0
723060,13722,20060310,66,24,52.8,24,1011.9,24,996.4,24,10,24,16.5,24,20.8,27.8,   75.0*,  62.1*, 0.00G,999.9,0
723060,13722,20060311,64.6,24,52.3,24,1020.7,24,1004.4,16,7.1,24,5.6,24,11.1,999.9,81,52, 0.00G,999.9,100000
723060,13722,20060312,68.8,24,58.3,24,1021.3,24,1005.6,24,9.2,24,6.7,24,15,18.8,82.9,52, 0.01G,999.9,0
723060,13722,20060313,71.2,24,58.6,24,1015.5,24,999.9,24,10,24,12.1,24,20.8,27.8,82.9,59, 0.00G,999.9,0
723060,13722,20060314,67,24,43.8,24,1007.4,24,992.1,24,9.7,24,12.4,24,18.1,27.8,82,59, 0.00G,999.9,0
723060,13722,20060315,51.9,24,13.5,24,1018,24,1002,24,10,24,9.7,24,18.8,23.7,69.1,41, 0.06G,999.9,0
723060,13722,20060316,50.9,24,27.1,24,1019.7,24,1003.6,24,10,24,4.8,24,13.8,15.9,66.9,37.9, 0.00G,999.9,0
723060,13722,20060317,55.2,24,33.1,24,1014.7,24,998.9,24,10,24,5.8,24,10.9,16.9,66.9,37.9, 0.00G,999.9,10000
723060,13722,20060318,48,24,21.7,24,1019.2,24,1003.2,24,10,24,4.7,24,9.9,15.9,66,37.9, 0.00G,999.9,0
723060,13722,20060319,44.6,24,12.7,24,1020.1,24,1003.9,24,10,24,4.8,24,10.9,15,57,32, 0.00G,999.9,0
723060,13722,20060320,43.5,24,21.1,24,1019.7,24,1003.8,21,9.9,24,3.4,24,10.9,999.9,55.9,30, 0.00G,999.9,0
723060,13722,20060321,40.6,24,38.4,24,1012.6,24,995.3,4,5.4,24,5.5,24,9.9,999.9,54,30.2, 0.68G,999.9,10000
723060,13722,20060322,41.6,24,27.9,24,1014.7,24,1001.2,17,7.6,24,5.8,24,11.8,17.9,52,35.1, 0.31G,999.9,0
723060,13722,20060323,42,24,23.1,24,1022.8,24,1006.5,24,10,24,2.9,24,10.9,999.9,54,28.9, 0.00G,999.9,0
723060,13722,20060324,46.3,24,31.4,24,1017.1,24,1000.8,23,10,24,5.6,24,9.9,13.8,54,29.1, 0.00G,999.9,10000
723060,13722,20060325,42.4,24,34.3,24,1015,24,998.9,19,9.2,24,3.4,24,8.9,999.9,52,35.1, 0.00G,999.9,10000
723060,13722,20060326,39.9,24,28.2,24,1018.7,24,1002.7,21,8.7,24,4.1,24,10.9,15,52,28.9, 0.07G,999.9,0
723060,13722,20060327,44.5,24,26.1,24,1025.1,24,1008.8,24,10,24,2.8,24,8,999.9,60.1,28.9, 0.00G,999.9,0
723060,13722,20060328,49.4,24,33.3,24,1023.8,24,1007.6,24,9.9,24,7.5,24,17.9,24.9,   62.1*,  39.0*, 0.00G,999.9,0
723060,13722,20060329,53,24,38.5,24,1022.6,24,1006.5,22,9.3,24,4.3,24,12.8,13.8,66,37.9, 0.00G,999.9,0
723060,13722,20060330,53.9,24,39.1,24,1026.6,24,1010.3,20,8.5,24,2.7,24,8.9,999.9,71.1,37.9, 0.00G,999.9,0
723060,13722,20060331,61.5,24,43.2,24,1025.4,24,1009.2,24,9.2,24,8.4,24,16.9,19.8,75.9,37.9, 0.00G,999.9,0
723060,13722,20060401,68.6,24,55,24,1016.8,22,1000.7,18,8.5,24,11.8,24,16.9,20.8,82,50, 0.09G,999.9,0
723060,13722,20060402,66,24,47.9,24,1015.8,24,1000.1,24,10,24,4.8,24,11.8,999.9,82,50, 0.00I,999.9,0
723060,13722,20060403,66.9,24,55.3,24,1010.7,18,994.9,16,7.6,24,8.9,24,23.7,25.8,   79.0*,  59.0*, 0.34G,999.9,0
723060,13722,20060404,57.4,24,32.3,24,1012.4,24,997,23,10,24,9.3,24,19,22.7,79,48, 0.41G,999.9,0
723060,13722,20060405,56.7,24,26.2,24,1011.5,24,995.6,24,10,24,7.1,24,13.8,20.8,70,45, 0.00G,999.9,0
723060,13722,20060406,57.4,24,32.4,24,1014.2,24,998.4,24,10,24,3.5,24,8,15.9,73,42.1, 0.00G,999.9,0
723060,13722,20060407,67.8,24,39.7,24,1010.8,24,994.9,24,10,24,10.3,24,20.8,25.8,   82.0*,  59.0*, 0.00G,999.9,10000
723060,13722,20060408,67.4,24,52.7,24,1006.1,24,990.6,22,10,24,8.9,24,17.9,24.9,82.9,57.9, 0.00G,999.9,10000
723060,13722,20060409,49.3,24,32.6,24,1017.6,24,1002.5,20,9.5,24,9.6,24,18.1,21.8,73.9,39, 0.28G,999.9,0
723060,13722,20060410,50.5,24,30,24,1024.6,24,1008.4,24,10,24,2.3,24,7,999.9,68,33.1, 0.00G,999.9,0
723060,13722,20060411,57.7,24,34.4,24,1027.3,24,1011.2,24,10,24,3.6,24,8.9,999.9,73.9,33.1, 0.00G,999.9,0
723060,13722,20060412,61.8,24,41.8,24,1027.8,24,1011.8,24,10,24,5.8,24,10.9,999.9,75,39, 0.00G,999.9,0
723060,13722,20060413,67.2,24,50.9,24,1022.6,24,1006.8,24,10,24,8.1,24,12.8,15.9,82.9,46.9, 0.00G,999.9,0
723060,13722,20060414,69.4,24,52.4,24,1014.2,24,998.4,24,9.6,24,6.4,24,15.9,17.9,84.9,54, 0.00G,999.9,0
723060,13722,20060415,75,24,53.7,24,1005.5,24,990.1,24,10,24,7.9,24,12.8,19.8,89.1,57, 0.00G,999.9,0
723060,13722,20060416,76.4,24,56.3,24,1005.8,24,990.4,24,9.9,24,3.6,24,10.9,999.9,89.1,62.1, 0.00G,999.9,0
723060,13722,20060417,65,24,52.8,24,1003.6,23,988.2,23,9.7,24,6.4,24,15,20.8,89.1,53.1, 0.00G,999.9,0
723060,13722,20060418,56.5,24,43.7,24,1012.8,24,996.8,22,9.3,24,5,24,9.9,999.9,77,43, 0.20G,999.9,0
723060,13722,20060419,58.4,24,48,24,1013.2,24,997.4,24,9.7,24,3.6,24,12.8,999.9,73,43, 0.00G,999.9,0
723060,13722,20060420,64,24,50.9,24,1014.5,24,999.1,14,6.9,24,2.7,24,7,999.9,84,45, 0.00G,999.9,100000
723060,13722,20060421,70,24,54.2,24,1016.9,24,1001.2,24,10,24,5.9,24,12,999.9,84,48, 0.00G,999.9,0
723060,13722,20060422,69.4,24,62.5,24,1015.2,23,999.7,22,9,24,9.2,24,17.9,999.9,82.9,62.1, 0.00G,999.9,0
723060,13722,20060423,66.9,24,59,24,1012.8,23,997,15,6.2,24,5.1,24,12.8,17.9,81,59, 1.83G,999.9,110010
723060,13722,20060424,68.9,24,56.4,24,1011.3,24,995.7,24,10,24,4.9,24,10.9,999.9,82,57, 0.00G,999.9,0
723060,13722,20060425,70.8,24,58,24,1009.6,24,993.8,20,9.3,24,3.1,24,13,16.9,84,57, 0.00G,999.9,0
723060,13722,20060426,61.3,24,56.3,24,1011,19,995.8,14,7.1,24,6.4,24,12.8,999.9,   77.0*,  55.4*, 0.50G,999.9,0
723060,13722,20060427,53,24,50.9,24,1011.8,22,997.3,5,3.5,24,5,24,8.9,999.9,64.9,50, 0.60G,999.9,10000
723060,13722,20060428,55.5,24,45.2,24,1018.5,24,1003.8,13,7.4,24,3.2,24,8.9,999.9,73.9,41, 0.68G,999.9,100000
723060,13722,20060429,57.2,24,39.9,24,1026.2,24,1010.2,24,9.7,24,6,24,11.8,16.9,73.9,41, 0.00G,999.9,0
723060,13722,20060430,54.2,24,35.8,24,1027.3,24,1011.1,24,10,24,6.9,24,12.8,18.8,69.1,37.9, 0.00G,999.9,0
723060,13722,20060501,56.3,24,32.9,24,1023.8,24,1007.9,24,10,24,6.9,24,12.8,15,71.1,43, 0.00G,999.9,0
723060,13722,20060502,59.8,24,46.7,24,1019.6,24,1003.4,24,10,24,5.4,24,11.8,15.9,77,43, 0.00G,999.9,0
723060,13722,20060503,65.7,24,49.7,24,1013.5,24,997.8,24,9.9,24,6.4,24,12.8,20.8,77,50, 0.00G,999.9,0
723060,13722,20060504,67.1,24,48.2,24,1014.4,24,998.8,24,9.7,24,2.9,24,7,999.9,82,48.9, 0.00G,999.9,0
723060,13722,20060505,70.4,24,56.7,24,1010.3,24,994.7,23,9.5,24,3.9,24,8,999.9,82,48.9, 0.00G,999.9,10000
723060,13722,20060506,70.5,24,56.4,24,1009,24,994,17,8.2,24,3.5,24,9.9,13.8,81,59, 0.00G,999.9,0
723060,13722,20060507,58.9,24,48.4,24,1015.1,24,997.9,12,8.5,24,5.7,24,13,16.9,   73.9*,  51.1*, 0.04G,999.9,10000
723060,13722,20060508,51.7,24,48.4,24,1016.2,24,1000.2,22,9.2,24,7.2,24,10.9,15,64.9,48, 0.73G,999.9,10000
723060,13722,20060509,56.2,24,49.7,24,1017.1,23,1000.6,11,5.4,24,4.1,24,6,999.9,68,48.9, 0.01G,999.9,10000
723060,13722,20060510,58.4,24,51.3,24,1014.4,24,998.2,19,7.6,24,3.8,24,11.8,999.9,72,46.9, 0.00I,999.9,0
723060,13722,20060511,68.9,24,61,24,1005.7,23,989.9,19,7.7,24,8.8,24,18.8,22.7,   80.1*,  62.1*, 0.00G,999.9,0
723060,13722,20060512,60.9,24,46.2,24,1006.3,24,990.7,24,9.9,24,5.9,24,13,18.8,81,44.1, 0.04G,999.9,0
723060,13722,20060513,62.5,24,47.3,24,1010,24,994.3,24,9.7,24,3.4,24,10.9,16.9,77,44.1, 0.00G,999.9,0
723060,13722,20060514,63.2,24,52.5,24,1009.5,24,994,20,9.4,24,6,24,18.8,999.9,77,48, 0.01G,999.9,0
723060,13722,20060515,59.8,24,51.9,24,1010.6,23,994.4,14,7.7,24,1.8,24,6,999.9,75.9,46, 0.21G,999.9,0
723060,13722,20060516,60.7,24,46.7,24,1009.4,24,993.6,23,9.8,24,5.1,24,9.9,17.9,72,46, 0.02G,999.9,0
723060,13722,20060517,60.9,24,47.9,24,1006.6,24,990.7,23,9.3,24,2.9,24,9.9,999.9,75.9,46.9, 0.00G,999.9,0
723060,13722,20060518,62.5,24,52,24,1003.3,22,987.7,20,8.8,24,5.8,24,17.9,21.8,78.1,46.9, 0.00G,999.9,0
723060,13722,20060519,60.5,24,46.4,24,1006.5,24,991.1,24,9.4,24,7.4,24,15,20.8,80.1,46, 0.22G,999.9,0
723060,13722,20060520,65.7,24,53.1,24,1009,24,993.2,22,10,24,6.4,24,12.8,18.8,82.9,52, 0.02G,999.9,10000
723060,13722,20060521,71.3,24,53.5,24,1009.9,24,994.4,24,10,24,5.1,24,12.8,19.8,84,55.9, 0.00I,999.9,0
723060,13722,20060522,67.8,24,49.9,24,1013.7,24,998.1,24,9.8,24,5.3,24,9.9,999.9,77,59, 0.00G,999.9,0
723060,13722,20060523,62.7,24,45.2,24,1018.1,24,1002.3,24,10,24,4.1,24,8.9,999.9,75.9,50, 0.00G,999.9,0
723060,13722,20060524,63.2,24,43,24,1018.9,24,1003.1,24,10,24,3,24,9.9,999.9,82,45, 0.00G,999.9,0
723060,13722,20060525,73.8,24,58.7,24,1014.2,24,998.3,19,8.6,24,7.2,24,14,22.7,   90.0*,  62.6*, 0.00G,999.9,0
723060,13722,20060526,77.7,24,63.2,24,1008.6,24,993,20,8.4,24,9.1,24,15,19.8,90,62.1, 0.00G,999.9,0
723060,13722,20060527,76.2,24,63.4,24,1009.5,23,994.4,20,8.9,24,5.5,24,9.9,15.9,90,64.9, 0.07G,999.9,10000
723060,13722,20060528,75,24,61.1,24,1017.6,24,1002.2,20,8.7,24,4.5,24,10.9,999.9,88,60.1, 0.00G,999.9,0
723060,13722,20060529,75.8,24,61.8,24,1020,24,1004.3,22,8.8,24,2.9,24,8,999.9,88,60.1, 0.00G,999.9,0
723060,13722,20060530,77,24,60.8,24,1018.9,24,1003.1,22,8.7,24,2.8,24,8,15,91.9,61, 0.00G,999.9,0
723060,13722,20060531,77.8,24,64.2,24,1019.6,24,1003.7,21,8.6,24,3.9,24,9.9,999.9,91.9,61, 0.21G,999.9,0
723060,13722,20060601,77.6,24,66.1,24,1018.3,24,1002.5,23,9.3,24,6.5,24,10.9,999.9,91,66.9, 0.00I,999.9,0
723060,13722,20060602,77.9,24,66.8,24,1013.8,22,998.4,22,9.6,24,9.2,24,15.9,19.8,91,66.9, 0.00G,999.9,0
723060,13722,20060603,72.6,24,64.9,24,1008.8,21,993.4,20,7.5,24,6.3,24,12.8,15,91,69.1, 1.40G,999.9,10000
723060,13722,20060604,69.4,24,56.3,24,1010.1,24,994.5,24,9.2,24,2.7,24,13.8,999.9,84,57, 0.53G,999.9,0
723060,13722,20060605,65.8,24,57.5,24,1010.7,24,995.5,13,8.2,24,5.6,24,12.8,15,84,57, 0.13G,999.9,10000
723060,13722,20060606,64.5,24,54.8,24,1012.3,24,996.7,22,9.9,24,3.8,24,13.8,999.9,78.1,55, 0.01G,999.9,0
723060,13722,20060607,68.4,24,56.7,24,1012.1,24,996.2,17,7.8,24,3.8,24,10.9,999.9,86,54, 0.09G,999.9,0
723060,13722,20060608,72.1,24,58,24,1010.2,24,994.7,20,9,24,3.9,24,12.8,999.9,86,54, 0.00G,999.9,10010
723060,13722,20060609,71.1,24,59.5,24,1009.8,24,994.4,14,7.3,24,3.3,24,9.9,999.9,84.9,57.9, 0.19G,999.9,0
723060,13722,20060610,74,24,57.8,24,1009.9,24,994.4,23,8.9,24,2.9,24,8,999.9,86,57.9, 0.00G,999.9,0
723060,13722,20060611,72.6,24,62.5,24,1010.8,23,995.1,20,9.2,24,3.9,24,9.9,999.9,86,61, 0.59G,999.9,0
723060,13722,20060612,71.4,24,67,24,1012.1,20,997,12,7.1,24,5.2,24,11.8,999.9,86,62.1, 0.27G,999.9,0
723060,13722,20060613,68.2,24,58.7,24,1016.9,24,1001.3,24,9.4,24,6.3,24,8.9,999.9,75.9,64, 0.08G,999.9,0
723060,13722,20060614,67.2,24,65.1,24,1013.3,15,996.5,6,3.6,24,7.1,24,15.9,999.9,75,64, 0.54G,999.9,110000
723060,13722,20060615,69.7,24,59.1,24,1016.2,24,1000.9,19,8.7,24,2.2,24,8,999.9,82.9,57.9, 5.11G,999.9,0
723060,13722,20060616,72.2,24,59.3,24,1021,24,1005.3,19,8.1,24,2,24,6,999.9,84.9,57.9, 0.00G,999.9,0
723060,13722,20060617,75,24,59.9,24,1022.4,24,1006.6,23,9,24,4.8,24,10.9,999.9,87.1,59, 0.00G,999.9,0
723060,13722,20060618,75.5,24,60.9,24,1021.5,24,1005.8,24,8.4,24,5.8,24,11.8,15.9,87.1,60.1, 0.00G,999.9,0
723060,13722,20060619,76.3,24,62.4,24,1018.7,24,1003.2,24,9.8,24,9.2,24,13,17.9,87.1,64, 0.00G,999.9,0
723060,13722,20060620,79.7,24,62.9,24,1016.1,24,1000.6,24,9.1,24,6.1,24,8.9,999.9,91.9,64, 0.00G,999.9,0
723060,13722,20060621,80,24,66,24,1018.2,24,1002.7,23,8.7,24,2.9,24,10.9,999.9,91.9,66.9, 0.00G,999.9,0
723060,13722,20060622,79.5,24,68.8,24,1020.3,24,1004.7,24,7.8,24,4.4,24,8.9,999.9,95,68, 0.00G,999.9,0
723060,13722,20060623,79.9,24,71,24,1018.6,24,1003.6,15,6.5,24,6.2,24,12.8,999.9,95,68, 0.00G,999.9,0
723060,13722,20060624,75.9,24,69.5,24,1017.8,20,1002,11,6,24,2.6,24,8.9,999.9,   88.0*,  69.8*, 0.54G,999.9,0
723060,13722,20060625,75.9,24,71.4,24,1016.8,20,1001.5,18,8.4,24,6.3,24,18.8,999.9,89.1,70, 0.00G,999.9,10010
723060,13722,20060626,75.2,24,71.2,24,1015,22,999.5,14,6.7,24,5.7,24,12,999.9,86,70, 0.80G,999.9,0
723060,13722,20060627,76,24,71.6,24,1015.3,18,999.6,22,9.2,24,7.8,24,15.9,16.9,86,70, 0.12G,999.9,10000
723060,13722,20060628,78,24,70,24,1017.4,23,1001.8,22,9,24,3.9,24,8,999.9,   89.1*,  69.1*, 0.58G,999.9,0
723060,13722,20060629,78.8,24,65.1,24,1018,24,1002.4,23,8.5,24,4,24,9.9,999.9,91,68, 0.00G,999.9,10010
723060,13722,20060630,75.5,24,62.6,24,1018,24,1002.5,21,8,24,2.9,24,8.9,999.9,90,66, 0.00G,999.9,0
723060,13722,20060701,75.2,24,60.8,24,1021.5,24,1005.9,15,6.9,24,1.4,24,5.1,999.9,88,62.1, 0.00G,999.9,0
723060,13722,20060702,80.2,24,65.9,24,1022.1,24,1005.4,10,6.7,24,4.1,24,10.9,999.9,93.9,62.1, 0.00G,999.9,0
723060,13722,20060703,82.8,24,69,24,1020.5,24,1004.9,13,6.7,24,5.4,24,8.9,999.9,93.9,68, 0.00G,999.9,0
723060,13722,20060704,83.6,24,71.4,24,1018.3,24,1003.5,4,6,24,6.8,24,12.8,999.9,95,71.1, 0.00G,999.9,0
723060,13722,20060705,82.7,24,70.2,24,1016.1,24,1000.6,23,8.1,24,7.9,24,13,16.9,93.9,73.9, 0.00G,999.9,0
723060,13722,20060706,73.3,24,68.3,24,1016.7,22,1001.4,12,7.3,24,4.7,24,10.9,999.9,91.9,69.1, 0.75G,999.9,10010
723060,13722,20060707,69.9,24,59.6,24,1022.6,24,1006.9,24,9.1,24,5.6,24,11.8,17.9,80.1,61, 0.32G,999.9,0
723060,13722,20060708,69.6,24,57.7,24,1022.8,24,1007.1,24,9.7,24,2.9,24,8,999.9,82,57.9, 0.00G,999.9,0
723060,13722,20060709,72.5,24,60.6,24,1020.2,24,1004.4,23,9.1,24,3.5,24,8.9,999.9,84,57.9, 0.00G,999.9,0
723060,13722,20060710,76.1,24,63,24,1019.1,24,1003.5,24,8.7,24,4.7,24,9.9,999.9,88,61, 0.00G,999.9,0
