STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
723060,13722, 19890101,   42.8,24,   40.1,24, 1019.1,24, 1002.8,24,   3.8,24,   7.5,24,  12.0,  14.0,   55.0 ,  39.0 , 0.70G,999.9, 110000,
723060,13722, 19890102,   41.8,24,   38.3,24, 1019.6,24, 1003.2,24,   4.5,24,   7.3,24,  10.1, 999.9,   48.0*,  37.9 , 0.05G,999.9, 100000,
723060,13722, 19890103,   43.1,24,   41.1,24, 1012.0,24,  995.8,24,   4.9,24,   6.4,24,  11.1, 999.9,   48.0 ,  37.9 , 0.02G,999.9, 110000,
723060,13722, 19890104,   40.2,24,   20.6,24, 1012.2,24,  996.0,24,  13.4,24,  16.0,24,  24.1,  36.9,   46.9 ,  33.1 , 0.02G,999.9, 110000,
723060,13722, 19890105,   32.5,24,   18.0,24, 1023.9,24, 1007.3,24,  13.9,24,   5.7,24,  12.0, 999.9,   46.9*,  19.9 , 0.00G,999.9, 000000,
723060,13722, 19890106,   42.2,24,   34.0,24, 1018.2,24, 1001.9,24,   8.3,24,   7.2,24,  13.0,  22.0,   50.0*,  36.0*, 0.12D,999.9, 110000,
723060,13722, 19890107,   47.6,24,   44.8,24, 1022.2,24, 1005.9,24,   2.9,24,   5.6,24,   8.0, 999.9,   51.1 ,  37.9 , 0.00D,999.9, 100000,
723060,13722, 19890108,   55.6,24,   51.8,24, 1021.0,24, 1004.9,24,   3.1,24,   9.0,24,  15.0,  22.0,   69.1*,  44.1 , 0.00D,999.9, 110000,
723060,13722, 19890109,   48.0,24,   39.6,24, 1025.5,24, 1009.3,24,   7.3,24,   8.0,24,  15.9,  22.0,   69.1 ,  39.0*, 0.05G,999.9, 110000,
723060,13722, 19890110,   37.9,24,   35.5,24, 1032.4,24, 1015.8,24,   5.9,24,   5.7,24,   9.9, 999.9,   39.9*,  36.0 , 0.17G,999.9, 110000,
723060,13722, 19890111,   43.1,24,   38.4,24, 1033.9,24, 1017.4,24,   4.9,24,   5.5,24,  10.1, 999.9,   54.0*,  36.0 , 0.03G,999.9, 100000,
723060,13722, 19890112,   44.6,24,   42.9,24, 1028.3,24, 1011.9,24,   2.2,24,   6.7,24,  10.1, 999.9,   54.0 ,  37.9 , 0.26G,999.9, 110000,
723060,13722, 19890113,   50.5,24,   41.6,24, 1023.2,24, 1006.9,24,   4.1,24,  10.6,24,  15.9,  28.0,   55.0 ,  41.0*, 0.13G,999.9, 110000,
723060,13722, 19890114,   33.2,24,   20.6,24, 1034.4,24, 1017.7,24,   9.9,24,   6.4,24,  10.1, 999.9,   39.0*,  26.1*, 0.09G,999.9, 010000,
723060,13722, 19890115,   40.1,24,   37.0,24, 1022.3,24, 1005.8,24,   3.4,24,   5.5,24,   9.9, 999.9,   52.0*,  26.1 , 0.05G,999.9, 110000,
723060,13722, 19890116,   48.2,24,   39.0,24, 1019.5,24, 1003.3,24,   7.1,24,   7.4,24,  15.0,  20.0,   52.0 ,  35.1 , 0.02G,999.9, 110000,
