STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
723060,13722, 19940101,   32.1,24,   21.4,24, 1028.5,24, 1011.8,24,  12.8,24,   3.4,24,   7.0, 999.9,   46.0 ,  14.0 , 0.00G,999.9, 110000,
723060,13722, 19940102,   43.1,24,   38.6,24, 1017.4,24, 1001.1,24,   5.1,24,   4.7,24,   8.0, 999.9,   57.0*,  21.0 , 0.86G,999.9, 110000,
723060,13722, 19940103,   45.4,24,   37.6,24, 1015.1,24,  999.0,24,  12.7,24,   7.2,24,  11.1,  12.8,   57.9 ,  34.0 , 0.01G,999.9, 000000,
723060,13722, 19940104,   42.0,24,   36.9,24,  998.5,24,  982.5,24,   7.7,24,  11.7,24,  28.9, 999.9,   52.0 ,  37.9 , 0.40G,999.9, 110000,
723060,13722, 19940105,   37.4,24,   21.6,24, 1017.2,24, 1000.8,24,  12.9,24,   8.6,24,  15.0,  19.8,   46.9 ,  27.0 , 0.25G,999.9, 000000,
723060,13722, 19940106,   38.3,24,   26.0,24, 1024.1,24, 1007.6,24,  12.2,24,   6.2,24,  13.0,  17.9,   54.0*,  27.0 , 0.00G,999.9, 000000,
723060,13722, 19940107,   54.2,24,   38.7,24, 1017.1,24, 1001.0,24,  11.2,24,   8.0,24,  13.0,  21.0,   69.1*,  45.0*, 0.00G,999.9, 000000,
723060,13722, 19940108,   51.1,24,   37.7,24, 1013.2,24,  997.3,24,  10.7,24,  10.4,24,  14.0,  19.8,   70.0 ,  39.0*, 0.31G,999.9, 110000,
723060,13722, 19940109,   29.0,24,    7.5,24, 1030.0,24, 1013.3,24,  14.9,24,   7.7,24,  11.1, 999.9,   37.0*,  19.0 , 0.30G,999.9, 000000,
723060,13722, 19940110,   26.8,24,    9.9,24, 1040.5,24, 1023.5,24,  13.4,24,   5.2,24,   8.9, 999.9,   37.0 ,  18.0 , 0.00G,999.9, 000000,
723060,13722, 19940111,   33.9,24,   20.5,24, 1037.0,24, 1020.2,24,  10.5,24,   4.3,24,   6.0, 999.9,   44.1 ,  18.0 , 0.00G,999.9, 010000,
723060,13722, 19940112,   42.4,24,   41.2,24, 1021.9,24, 1005.5,24,   4.2,24,   5.0,24,  12.0, 999.9,   48.0*,  28.0 , 0.56G,999.9, 110000,
723060,13722, 19940113,   44.3,24,   43.2,24, 1013.8,24,  997.6,24,   2.7,24,   3.4,24,   5.1, 999.9,   48.0 ,  39.0 , 0.30G,999.9, 110000,
723060,13722, 19940114,   43.1,24,   36.6,24, 1006.0,24,  989.9,24,   5.2,24,   6.6,24,  14.0, 999.9,   50.0 ,  39.0 , 0.02G,999.9, 110000,
723060,13722, 19940115,   26.0,24,    3.4,22, 1017.2,24, 1000.8,24,  13.9,24,  11.7,24,  15.0,  22.0,   50.0 ,  18.0 , 0.00G,999.9, 001000,
723060,13722, 19940116,   12.2,24,   -7.0,24, 1038.2,24, 1021.0,24,  14.9,24,   7.4,24,  17.1,  18.8,   30.0 ,   3.0 , 0.00G,999.9, 000000,
723060,13722, 19940117,   24.6,24,   13.3,24, 1029.0,24, 1012.1,24,  10.3,24,   5.2,24,  18.1, 999.9,   45.0*,   3.0 , 0.00G,  0.4, 110000,
723060,13722, 19940118,   34.2,24,   28.5,24, 1015.7,24,  999.3,24,  10.2,24,   6.7,24,  13.0, 999.9,   45.0 ,  15.1 , 0.57G,999.9, 111000,
723060,13722, 19940119,   10.5,24,   -7.5,24, 1035.9,24, 1018.8,24,  16.1,24,  11.5,24,  18.1, 999.9,   25.0*,   1.9 , 0.00G,999.9, 001000,
723060,13722, 19940120,   16.8,24,    2.7,24, 1038.1,24, 1020.9,24,  14.9,24,   3.7,24,   8.0, 999.9,   32.0*,   1.9 , 0.00G,999.9, 000000,
723060,13722, 19940121,   25.1,24,   11.2,24, 1037.3,24, 1020.4,24,  13.7,24,   5.6,24,   8.9, 999.9,   33.1 ,   8.1 , 0.00G,999.9, 000000,
723060,13722, 19940122,   31.6,24,   15.5,24, 1030.5,24, 1013.7,24,  13.4,24,   5.2,24,   9.9, 999.9,   54.0*,  16.0 , 0.00G,999.9, 000000,
723060,13722, 19940123,   38.6,24,   23.3,24, 1027.2,24, 1010.7,24,  13.9,24,   4.3,24,  12.0, 999.9,   57.0*,  18.0 , 0.00G,999.9, 000000,
723060,13722, 19940124,   50.4,24,   32.4,24, 1024.4,24, 1008.1,24,  13.9,24,   6.8,24,  13.0, 999.9,   68.0*,  24.1 , 0.00G,999.9, 000000,
723060,13722, 19940125,   49.9,24,   39.6,24, 1025.5,24, 1009.3,24,  11.0,24,   2.8,24,   8.9, 999.9,   69.1 ,  36.0 , 0.00G,999.9, 010000,
723060,13722, 19940126,   53.5,24,   45.9,24, 1022.5,24, 1006.4,24,   7.2,24,   6.3,24,  14.0,  18.8,   69.1 ,  36.0 , 0.02G,999.9, 110000,
723060,13722, 19940127,   36.0,24,   33.9,24, 1031.2,24, 1014.7,24,   2.8,24,   8.1,24,  12.0,  21.0,   46.9*,  33.1 , 0.03G,999.9, 110000,
723060,13722, 19940128,   44.7,24,   42.6,24, 1016.8,24, 1000.5,24,   3.5,24,   7.3,24,  22.9,  29.9,   60.1*,  33.1 , 0.71G,999.9, 110000,
723060,13722, 19940129,   53.3,24,   45.7,24, 1014.2,24,  998.2,24,  12.8,24,   6.2,24,  13.0, 999.9,   60.1 ,  33.1 , 0.65G,999.9, 000000,
723060,13722, 19940130,   40.6,24,   33.6,24, 1020.3,24, 1004.0,24,   8.5,24,   6.4,24,  10.1, 999.9,   55.9 ,  33.1*, 0.02G,999.9, 111000,
723060,13722, 19940131,   33.7,24,   27.9,24, 1023.4,24, 1006.9,24,   7.7,24,   5.0,24,   8.9, 999.9,   46.0 ,  32.0 , 0.03G,  0.4, 111000,
723060,13722, 19940201,   34.3,24,   26.4,24, 1024.0,24, 1007.4,24,   6.5,24,   3.3,24,   6.0, 999.9,   43.0 ,  28.0 , 0.00G,999.9, 100000,
723060,13722, 19940202,   28.8,24,   20.7,24, 1024.5,24, 1007.9,24,   8.5,24,   5.1,24,   8.9,  14.0,   44.1 ,  26.1*, 0.00G,999.9, 001000,
723060,13722, 19940203,   31.5,24,   19.7,24, 1025.6,24, 1008.9,24,  11.1,24,   7.0,24,  15.0,  19.8,   52.0*,  19.0 , 0.00G,  0.4, 000000,
723060,13722, 19940204,   41.1,24,   19.8,24, 1027.6,24, 1011.1,24,  14.9,24,   5.0,24,  12.0,  19.8,   57.9*,  19.0 , 0.00G,999.9, 000000,
723060,13722, 19940205,   46.4,24,   33.8,24, 1019.0,24, 1002.8,24,   7.9,24,   6.4,24,  14.0,  18.8,   59.0 ,  42.1*, 0.33G,999.9, 110000,
723060,13722, 19940206,   49.3,24,   42.4,24, 1017.7,24, 1001.6,24,   6.8,24,   3.6,24,   5.1, 999.9,   59.0*,  39.0 , 0.07G,999.9, 110000,
723060,13722, 19940207,   48.4,24,   33.0,24, 1021.9,24, 1005.6,24,  11.3,24,   3.2,24,   8.0, 999.9,   63.0*,  33.1 , 0.00G,999.9, 000000,
723060,13722, 19940208,   53.5,24,   37.6,24, 1021.7,24, 1005.5,24,   9.9,24,  10.1,24,  19.0,  23.9,   63.0 ,  33.1 , 0.00G,999.9, 010000,
723060,13722, 19940209,   65.0,24,   56.8,24, 1010.9,24,  995.1,24,   9.6,24,  12.5,24,  20.0,  23.9,   73.9 ,  48.9 , 0.00G,999.9, 010000,
723060,13722, 19940210,   38.4,24,   34.8,24, 1024.4,24, 1008.2,24,   6.6,24,   9.2,24,  19.8,  22.0,   62.1*,  24.1*, 0.23G,  0.4, 111000,
723060,13722, 19940211,   27.2,24,   26.0,24, 1024.6,24, 1007.9,24,   1.7,24,   7.0,24,  10.1, 999.9,   33.1*,  23.0 , 0.33G,  1.2, 111000,
723060,13722, 19940212,   32.1,24,   31.9,24, 1024.3,24, 1007.7,24,   1.1,24,   4.5,24,   6.0, 999.9,   33.1 ,  24.1 , 0.73G,  0.4, 110000,
723060,13722, 19940213,   36.9,24,   35.6,24, 1021.8,24, 1005.3,24,   2.6,24,   5.4,24,  11.1, 999.9,   45.0*,  30.9 , 0.00G,  0.4, 110000,
723060,13722, 19940214,   38.5,24,   23.6,24, 1026.5,24, 1010.0,24,  12.0,24,   7.5,24,  11.1, 999.9,   53.1*,  24.1 , 0.00G,999.9, 000000,
723060,13722, 19940215,   42.9,24,   23.6,24, 1027.0,24, 1010.6,24,  14.9,24,   6.9,24,  14.0, 999.9,   61.0*,  24.1 , 0.00G,999.9, 000000,
723060,13722, 19940216,   48.1,24,   20.6,24, 1028.5,24, 1012.1,24,  15.1,24,   6.8,24,  11.1, 999.9,   62.1 ,  28.9 , 0.00G,999.9, 000000,
723060,13722, 19940217,   44.2,24,   21.3,24, 1032.3,24, 1015.8,24,  16.4,24,   5.9,24,   8.9, 999.9,   62.1 ,  30.0 , 0.00G,999.9, 000000,
