STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
723060,13722,19960131,43.4,24,40.7,24,1011.6,24,9999.9,0,3.5,24,5.9,24,12.8,999.9,   46.0*,  39.0*, 0.18G,999.9,110000
723060,13722,19960201,31.9,24,19.7,24,1021,24,9999.9,0,10.8,24,7.1,24,11.1,999.9,   39.0*,  28.9*, 0.00D,999.9,0
723060,13722,19960202,30.5,24,26.6,24,1020.7,24,1004.1,9,4.9,24,5.3,22,8.9,999.9,   32.0*,  27.9*, 0.29G,999.9,110000
723060,13722,19960203,21.1,24,17.4,24,1018.5,21,1001.5,7,6.4,20,6.3,21,8.9,14,   28.9*,  10.9*, 1.06G,0.8,111000
723060,13722,19960204,17.3,24,12.6,24,1027.3,24,1011.3,5,6.9,24,4.3,24,8,999.9,   21.0*,  14.0*, 0.00G,1.2,101000
723060,13722,19960205,11.8,24,6.2,24,1036.4,24,9999.9,0,9.9,24,2.9,24,7,999.9,   23.0*,   0.0*, 0.00D,2,0
723060,13722,19960206,21.8,24,16.5,24,1034.3,24,9999.9,0,8.2,24,2,24,6,999.9,   34.0*,  12.0*, 0.00D,0.8,0
723060,13722,19960207,30.5,24,23.7,24,1031.1,24,9999.9,0,7.1,24,4.7,24,13,999.9,   46.9*,  19.9*, 0.00D,999.9,0
723060,13722,19960208,44.3,24,35.2,24,1019.7,24,9999.9,0,9.6,24,9.9,24,17.1,999.9,   55.9*,  37.0*, 0.04G,999.9,0
723060,13722,19960209,55.8,24,41.4,24,1009.3,24,9999.9,0,8.9,24,10.3,24,15.9,21,   69.1*,  48.9*, 0.01G,999.9,100000
723060,13722,19960210,45.8,24,28.1,24,1014.9,24,9999.9,0,9.9,24,5.1,24,15,999.9,   64.9*,  30.9*, 0.00G,999.9,0
723060,13722,19960211,56.9,24,36.5,24,1005.2,24,9999.9,0,8.9,24,10.4,24,15.9,19.8,   66.9*,  48.9*, 0.00D,999.9,100000
723060,13722,19960212,40.2,24,19,24,1010.3,24,9999.9,0,9.9,24,9.7,24,15.9,999.9,   52.0*,  34.0*, 0.00D,999.9,0
723060,13722,19960213,32.9,24,10.1,24,1019.2,24,9999.9,0,9.9,24,7.9,24,13,999.9,   44.1*,  21.9*, 0.00D,999.9,0
723060,13722,19960214,45.4,24,24.5,24,1006.6,24,9999.9,0,9.8,24,12.2,24,17.1,999.9,   55.9*,  37.9*, 0.00D,999.9,0
723060,13722,19960215,48.3,24,34.7,24,1004.8,24,9999.9,0,9.8,24,3.3,24,8.9,999.9,   57.9*,  41.0*, 0.00D,999.9,0
723060,13722,19960216,36.3,24,30.3,24,1004.8,24,987.2,4,4.5,23,8.6,24,15,22,   48.9*,  27.9*, 0.00C,999.9,111000
723060,13722,19960217,27.5,24,14.8,24,1011.8,24,9999.9,0,8.6,24,6.2,24,11.1,999.9,   37.9*,  19.0*, 0.08G,2.8,101000
723060,13722,19960218,34.8,24,19.4,24,1011.1,24,9999.9,0,9.9,24,4.2,24,11.1,999.9,   44.1*,  28.0*, 0.00G,999.9,0
723060,13722,19960219,39.6,24,25.6,24,1020,24,9999.9,0,9.9,24,6.4,24,12,999.9,   57.0*,  30.0*, 0.00D,999.9,0
723060,13722,19960220,51.1,24,47.6,24,1018.5,24,1002,5,6.7,24,6.6,24,11.1,14,   59.9*,  46.0*, 0.21G,999.9,110000
723060,13722,19960221,54.4,24,52.4,24,1017.4,24,1001.1,5,2.5,24,2.4,24,7,999.9,   64.0*,  50.0*, 0.79G,999.9,110000
723060,13722,19960222,53.9,24,50.8,24,1015.3,24,999.5,7,4.4,24,1.8,24,6,999.9,   64.9*,  46.0*, 0.00G,999.9,100000
723060,13722,19960223,58.8,24,54.8,24,1012.3,24,9999.9,0,5.5,24,2.9,24,7,999.9,   66.9*,  52.9*, 0.00D,999.9,100000
723060,13722,19960224,61.6,24,44,24,1011,24,9999.9,0,6.6,24,8.1,24,14,999.9,   66.9*,  55.9*, 0.00D,999.9,100000
723060,13722,19960225,50.5,24,29.6,24,1020.5,24,9999.9,0,9.9,24,3.3,24,13,999.9,   73.9*,  30.9*, 0.00D,999.9,0
723060,13722,19960226,60.4,24,37.3,24,1015.7,24,9999.9,0,9.9,24,5.9,24,12,999.9,   79.0*,  46.9*, 0.00D,999.9,0
723060,13722,19960227,60.5,24,45.5,24,1013.8,24,9999.9,0,9.9,24,3.7,24,7,999.9,   75.0*,  48.0*, 0.00D,999.9,0
723060,13722,19960228,65.1,24,53.9,24,1007.1,24,9999.9,0,8.2,24,9,24,15,999.9,   68.0*,  60.1*, 0.00D,999.9,0
723060,13722,19960229,46.2,24,21.1,24,1015.7,24,9999.9,0,9.9,24,7.1,24,10.1,999.9,   61.0*,  37.0*, 0.00C,999.9,0
723060,13722,19960301,35.3,24,19.5,24,1018.6,24,9999.9,0,9.9,24,4.3,24,10.1,999.9,   42.1*,  30.0*, 0.00D,999.9,0
723060,13722,19960302,41.5,24,30.1,24,1011.3,24,9999.9,0,9.3,24,4.7,24,12,999.9,   53.1*,  36.0*, 0.00D,999.9,0
723060,13722,19960303,44.7,24,22.6,24,1015.8,24,9999.9,0,9.9,24,8.4,24,17.1,23.9,   53.1*,  35.1*, 0.00D,999.9,0
723060,13722,19960304,37.1,24,10.8,24,1032,24,9999.9,0,9.9,24,5,24,8.9,999.9,   52.0*,  24.1*, 0.00D,999.9,0
723060,13722,19960305,51.3,24,35.5,24,1025.5,24,9999.9,0,9.9,24,10.2,24,25.1,999.9,   71.1*,  37.9*, 0.00D,999.9,0
723060,13722,19960306,61.5,24,56,24,1011.2,24,992.9,6,7.6,24,12.4,24,22,28.9,   66.0*,  56.8*, 0.09G,999.9,110000
723060,13722,19960307,58.9,24,57.9,24,1004.9,24,987.4,10,7.2,24,6.1,24,15.9,19.8,   63.0*,  55.9*, 0.78G,999.9,110000
723060,13722,19960308,32.9,24,22.4,24,1011.9,24,992.1,8,7.4,24,9.6,24,17.1,21,   55.9*,  25.0*, 0.80G,999.9,111000
723060,13722,19960309,23.8,24,4.9,24,1029.9,24,9999.9,0,9.9,24,6.6,24,13,999.9,   33.1*,  17.1*, 0.00G,999.9,0
723060,13722,19960310,27.5,24,12.7,24,1040.9,24,9999.9,0,9.9,24,8.3,24,15.9,999.9,   39.0*,  19.9*, 0.00D,999.9,0
723060,13722,19960311,33.1,24,17.5,24,1037.2,24,9999.9,0,9.9,24,9.9,24,14,999.9,   46.0*,  25.0*, 0.00B,999.9,0
723060,13722,19960312,39.8,24,16.6,24,1024,24,9999.9,0,9.9,24,8.2,24,14,999.9,   55.9*,  28.0*, 0.00D,999.9,0
723060,13722,19960313,42.5,24,21,24,1020.6,24,9999.9,0,9.9,24,2,24,11.1,999.9,   66.0*,  24.1*, 0.00D,999.9,0
723060,13722,19960314,53.7,24,29.6,24,1017.2,24,9999.9,0,9.9,24,4.6,24,12,999.9,   73.9*,  37.9*, 0.00D,999.9,0
723060,13722,19960315,59.4,24,49.1,24,1009.2,24,9999.9,0,8.6,24,8.9,24,25.1,32.8,   73.9*,  50.0*, 0.00D,999.9,110010
723060,13722,19960316,57,24,44,24,1008.9,24,9999.9,0,9.4,24,3.9,24,8,999.9,   69.1*,  44.1*, 0.10G,999.9,100000
723060,13722,19960317,49.4,24,46.9,24,1009.5,24,993.9,5,2.8,24,6.3,24,14,18.8,   63.0*,  43.9*, 0.00G,999.9,110000
723060,13722,19960318,46.4,24,45.8,24,1010.8,24,9999.9,0,0.8,24,5.6,24,8.9,999.9,   48.0*,  45.0*, 0.00D,999.9,110000
723060,13722,19960319,48.9,24,46,24,999.4,24,978.6,4,3.6,24,12.2,24,32.1,39.8,   57.9*,  45.9*, 0.00A,999.9,110000
723060,13722,19960320,42.3,24,27.9,24,999.1,24,9999.9,0,9.9,24,17.9,24,22.9,999.9,   46.9*,  36.0*, 0.00D,999.9,0
723060,13722,19960321,40.1,24,25,24,1003.5,24,9999.9,0,9.9,24,9.1,24,13,999.9,   50.0*,  32.0*, 0.00C,999.9,0
723060,13722,19960322,39.1,24,20.5,24,1010,24,9999.9,0,9.9,24,8.1,24,16.9,22.9,   48.9*,  28.0*, 0.00D,999.9,0
723060,13722,19960323,40.5,24,17.7,24,1017.9,24,9999.9,0,9.9,24,5.7,24,15,21,   57.0*,  24.1*, 0.00B,999.9,0
723060,13722,19960324,45.5,24,23.5,24,1024.8,24,9999.9,0,9.9,24,3.3,24,8.9,999.9,   66.0*,  28.0*, 0.00C,999.9,0
723060,13722,19960325,58,24,40.7,24,1021.6,24,9999.9,0,9.9,24,10.5,24,20,999.9,   71.1*,  46.0*, 0.00D,999.9,0
723060,13722,19960326,63.4,24,49.5,24,1020.7,24,9999.9,0,9.4,24,5,24,11.1,999.9,   73.0*,  52.0*, 0.00D,999.9,0
723060,13722,19960327,52.3,24,25.2,24,1028.7,24,9999.9,0,9.9,24,9.3,24,14,999.9,   64.0*,  46.9*, 0.00D,999.9,0
723060,13722,19960328,38.4,24,34.2,24,1025.3,24,1009,8,5.7,24,9.7,24,15,21,   48.0*,  34.9*, 0.55A,999.9,110000
723060,13722,19960329,42.2,24,37.9,24,1017,24,9999.9,0,9.4,24,4.6,24,7,999.9,   57.0*,  36.0*, 0.00A,999.9,0
723060,13722,19960330,48.3,24,40.5,24,1021.3,24,9999.9,0,9.7,24,6.5,24,10.1,999.9,   57.0*,  41.0*, 0.00D,999.9,0
723060,13722,19960331,47.7,24,42.9,24,1017.3,24,9999.9,0,6.9,24,3.8,24,8,999.9,   52.0*,  42.1*, 0.00H,999.9,110000
723060,13722,19960401,52.6,24,51.2,24,1008.3,24,9999.9,0,2.5,24,2.9,24,5.8,999.9,   60.1*,  48.9*, 0.00H,999.9,110000
723060,13722,19960402,50.7,24,35.2,24,1013.2,24,9999.9,0,9.1,24,7.5,24,13,999.9,   57.9*,  43.0*, 0.22G,999.9,110000
723060,13722,19960403,52.6,24,35.6,24,1017.9,24,9999.9,0,9.8,24,5.6,24,18.1,999.9,   77.0*,  34.0*, 0.00G,999.9,0
723060,13722,19960404,64.6,24,41.2,24,1012.3,24,9999.9,0,9.9,24,9.6,24,19,999.9,   80.1*,  50.0*, 0.00C,999.9,0
723060,13722,19960405,62.3,24,43.5,24,1011.4,24,9999.9,0,9.9,24,7.4,24,11.1,999.9,   72.0*,  50.0*, 0.00D,999.9,0
723060,13722,19960406,46.3,24,36.7,24,1015.5,24,9999.9,0,8.2,24,6.3,24,13,999.9,   59.0*,  41.0*, 0.00H,999.9,110000
723060,13722,19960407,43.3,24,32.8,24,1012.2,24,995.7,8,7,24,5.3,24,11.1,999.9,   54.0*,  32.9*, 0.22G,999.9,100000
723060,13722,19960408,43.4,24,27,24,1016.9,24,9999.9,0,9.9,24,3.8,24,12,999.9,   52.0*,32, 0.00G,999.9,0
723060,13722,19960409,45,24,35.6,24,1010.9,24,994,4,7.3,24,6.6,24,14,999.9,   52.0*,  39.9*, 0.00H,999.9,110000
723060,13722,19960410,42.2,24,23.2,24,1015.5,24,9999.9,0,9.9,24,8.2,24,14,17.9,   53.1*,  30.9*, 0.00D,999.9,0
723060,13722,19960411,49.2,24,29.8,24,1017.3,24,9999.9,0,9.9,24,6,24,15,999.9,   71.1*,  33.1*, 0.00D,999.9,0
723060,13722,19960412,62.9,24,38.4,24,1014.3,24,9999.9,0,9.9,24,7.8,24,14,999.9,   82.9*,  48.0*, 0.00D,999.9,0
723060,13722,19960413,68.6,24,44.5,24,1009.9,24,9999.9,0,9.9,24,10.8,24,20,999.9,   80.1*,  57.0*, 0.00B,999.9,0
723060,13722,19960414,66.5,24,54.8,24,1011,24,9999.9,0,8.5,24,6.3,24,12.8,999.9,   79.0*,  54.0*, 0.00H,999.9,110010
723060,13722,19960415,61.6,24,56.5,24,1013.9,24,996.8,5,6.2,24,6.6,24,16.9,21,   70.0*,  55.0*, 0.00H,999.9,110010
723060,13722,19960416,61.2,24,49.2,24,1007.5,24,991.2,5,9.6,24,11.7,24,21,25.8,   69.1*,  54.9*, 0.16G,999.9,10000
723060,13722,19960417,52.2,24,31.9,24,1018.5,24,9999.9,0,9.9,24,5.2,24,14,999.9,   64.0*,  41.0*, 0.00G,999.9,0
723060,13722,19960418,57.9,24,39.5,24,1020.2,24,9999.9,0,9.7,24,3.1,24,10.1,999.9,   80.1*,  37.9*, 0.00D,999.9,0
723060,13722,19960419,66.5,24,50.3,24,1018.5,24,9999.9,0,9.9,24,11,24,17.1,999.9,   73.0*,  59.0*, 0.00D,999.9,0
723060,13722,19960420,69.3,24,59.1,24,1017.3,24,9999.9,0,9.6,24,11.7,24,19,37.9,   82.9*,  61.9*, 0.00D,999.9,110010
723060,13722,19960421,66,24,59.3,24,1019.7,24,9999.9,0,9.6,24,7.9,24,12,999.9,   79.0*,  57.0*, 0.00A,999.9,0
723060,13722,19960422,70.6,24,61.3,24,1021.6,24,9999.9,0,9.3,24,7,24,15.9,999.9,   84.0*,  60.1*, 0.00D,999.9,0
723060,13722,19960423,72.8,24,62.1,24,1016.4,24,1002.7,4,10,24,14.2,24,24.1,999.9,   82.0*,  64.0*, 0.00B,999.9,0
723060,13722,19960424,58,24,39,24,1018.4,24,9999.9,0,9.8,24,7.3,24,15,22.9,   75.9*,  44.1*, 0.13G,999.9,10010
723060,13722,19960425,58.5,24,41,24,1017.5,24,9999.9,0,9.9,24,7.5,24,20,999.9,   75.9*,  42.1*, 0.00G,999.9,0
723060,13722,19960426,62.2,24,54.1,24,1007.6,24,990.7,7,9.2,24,12.5,24,21,25.8,   70.0*,  56.8*, 0.00H,999.9,110000
723060,13722,19960427,60.3,24,47.6,24,1013.1,24,9999.9,0,7.9,24,5.6,24,8.9,999.9,   69.1*,  53.1*, 0.39G,999.9,100000
723060,13722,19960428,61,24,48.9,24,1023.1,24,9999.9,0,9.4,24,5.7,24,12,999.9,   78.1*,  43.0*, 0.00G,999.9,100000
723060,13722,19960429,69.5,24,63.9,24,1019.1,24,9999.9,0,7.4,24,7.9,24,28.9,43.9,   78.1*,  63.0*, 0.01D,999.9,110010
723060,13722,19960430,65.7,24,62.7,24,1009,24,993,10,7.9,24,10.4,24,28,36.9,   71.1*,  57.9*, 0.00H,999.9,110010
723060,13722,19960501,54.9,24,41.4,24,1017.6,24,9999.9,0,9.6,24,2.8,24,10.1,999.9,   68.0*,  39.0*, 0.53G,999.9,0
723060,13722,19960502,62.1,24,48.7,24,1018.4,24,9999.9,0,9.8,24,3.3,24,8,999.9,   77.0*,  46.9*, 0.00G,999.9,0
723060,13722,19960503,68,24,54.3,24,1018.6,24,9999.9,0,9.9,24,7.2,24,14,999.9,   81.0*,  54.0*, 0.00D,999.9,0
723060,13722,19960504,72.4,24,60.9,24,1017.6,24,9999.9,0,9.4,24,10.1,24,18.1,999.9,   86.0*,  60.1*, 0.00C,999.9,0
723060,13722,19960505,71.6,12,62.8,12,1017,12,9999.9,0,8.7,12,3.7,12,8.9,999.9,   82.9*,  60.1*, 0.00D,999.9,0
723060,13722,19960506,74,20,64.4,20,1017.5,20,9999.9,0,9.1,20,4.4,20,15.9,31.9,   84.0*,  61.0*, 0.16G,999.9,10
723060,13722,19960507,61.8,18,58,18,1024.6,16,1010.2,8,8.1,18,9.1,18,16.9,25.8,   75.9*,  54.9*, 0.00G,999.9,110010
723060,13722,19960508,62.1,23,58.3,23,1024.3,23,1009.3,5,4,22,5.8,23,12.8,999.9,   78.1*,  53.1*, 0.00D,999.9,100000
723060,13722,19960509,74.8,24,66.9,24,1022.6,24,9999.9,0,6.2,24,6.3,24,10.1,999.9,   87.1*,  65.8*, 0.00D,999.9,100000
723060,13722,19960510,75.1,24,64.7,24,1022.3,24,9999.9,0,7.2,24,5.5,24,15.9,999.9,   87.1*,  63.0*, 0.00D,999.9,0
723060,13722,19960511,73.3,24,64,24,1015.5,24,9999.9,0,9.5,24,11.8,24,22,26.8,   84.0*,  63.9*, 0.00H,999.9,10010
723060,13722,19960512,62.9,24,48.7,24,1012.7,24,9999.9,0,9.8,24,7.6,24,13,999.9,   69.1*,  53.1*, 0.28G,999.9,0
723060,13722,19960513,52.5,11,40.5,11,1020.1,11,9999.9,0,9.9,11,2.4,11,5.1,999.9,   62.1*,  45.0*, 0.00G,999.9,0
723060,13722,19960514,53.4,21,45.4,21,1026.1,21,9999.9,0,9.2,21,5.8,21,11.8,999.9,   63.0*,  46.9*, 0.12G,999.9,0
723060,13722,19960515,51.5,24,44.4,24,1028.3,24,9999.9,0,9.4,24,3.8,24,7,999.9,   57.0*,  46.0*, 0.00G,999.9,110000
723060,13722,19960516,57,24,56.2,24,1022.6,24,1006.4,8,1.9,24,4.8,24,10.1,16.9,   70.0*,  50.0*,0.00I,999.9,110000
723060,13722,19960517,72,24,67.2,24,1016.5,24,1000.5,4,3.7,24,4.5,24,8.9,999.9,   84.9*,  63.0*, 0.68G,999.9,100000
723060,13722,19960518,76.9,24,68.3,24,1016,24,1000.1,5,6,24,3.1,24,7,999.9,   91.0*,  63.0*, 0.00G,999.9,100000
723060,13722,19960519,78.4,24,67.8,24,1014.3,24,9999.9,0,7.2,24,2.6,24,10.1,999.9,   93.0*,  62.1*, 0.00C,999.9,100000
723060,13722,19960520,78.7,24,68.9,23,1010.9,24,9999.9,0,7.7,24,3.9,24,11.1,999.9,   91.9*,  66.9*, 0.00D,999.9,0
723060,13722,19960521,80.6,24,71,23,1007.8,24,9999.9,0,5.7,24,7.2,24,11.1,999.9,   89.1*,  70.0*, 0.00D,999.9,0
723060,13722,19960522,77.2,24,65.8,24,1008.1,24,9999.9,0,7.5,24,6.9,24,14,999.9,   82.0*,  70.0*, 0.00D,999.9,0
723060,13722,19960523,68.4,12,59.8,12,1013.3,12,9999.9,0,8.8,12,1.8,12,6,999.9,   84.0*,  57.9*, 0.00D,999.9,0
723060,13722,19960524,73.8,22,63.7,21,1017,22,9999.9,0,7.9,22,7.1,22,13,15.9,   88.0*,  63.0*, 0.00D,999.9,100010
723060,13722,19960525,70.1,24,66.4,24,1017.4,24,1002.1,5,4.6,24,4.2,24,14,999.9,   75.9*,  63.0*, 0.00H,999.9,110000
723060,13722,19960526,62.3,24,58.1,24,1018.5,24,1000.9,6,7.6,24,4.3,24,10.1,999.9,   69.1*,  59.0*, 0.00H,999.9,110000
723060,13722,19960527,69.1,14,66.6,14,1014.3,14,998.8,6,3.1,14,4,13,15.9,29.9,   88.0*,  64.9*, 0.08G,999.9,110010
723060,13722,19960528,63.4,24,62.2,24,1013,24,997.6,6,6.2,23,5,24,15.9,19.8,   68.0*,  59.9*, 1.01G,999.9,110010
723060,13722,19960529,67.5,24,64.8,24,1010.1,24,994.5,6,2.7,24,4.7,24,8.9,999.9,   81.0*,  61.9*, 0.00G,999.9,100010
723060,13722,19960530,64,24,53.1,24,1014.2,24,996.8,5,8.9,24,8.6,24,15.9,19.8,   71.1*,  55.9*, 0.11G,999.9,110000
723060,13722,19960531,60,24,47.1,24,1023,24,9999.9,0,9.8,24,2.1,24,7,999.9,   75.0*,  44.1*, 0.00G,999.9,0
723060,13722,19960601,63.5,24,50,24,1026.9,24,9999.9,0,9.2,24,2.7,24,8.9,999.9,   77.0*,  48.0*, 0.00D,999.9,0
723060,13722,19960602,65.7,24,53,24,1026.2,24,9999.9,0,9.9,24,3.9,24,10.1,999.9,   78.1*,  51.1*, 0.00D,999.9,0
723060,13722,19960603,65.9,24,55.8,24,1019.6,24,9999.9,0,9.7,24,1.4,24,8,999.9,   81.0*,  51.1*, 0.00D,999.9,0
723060,13722,19960604,72.2,24,61.2,24,1016.3,24,9999.9,0,9.7,24,8.4,24,21,26.8,   84.0*,  63.0*, 0.00H,999.9,110110
723060,13722,19960605,69.5,23,61.5,23,1019.4,23,1002.2,4,7.4,23,2.5,23,7,999.9,   81.0*,  57.9*, 1.29G,999.9,110000
723060,13722,19960606,71.4,24,59.5,24,1021,24,9999.9,0,7.6,24,1.6,24,6,999.9,   84.0*,  55.9*, 0.00G,999.9,0
723060,13722,19960607,75.3,24,65,24,1018.2,24,9999.9,0,8.5,24,4.5,24,10.1,999.9,   87.1*,  64.9*, 0.00D,999.9,0
723060,13722,19960608,77.6,24,67.7,24,1015.9,24,9999.9,0,9.3,24,6.2,24,14,999.9,   87.1*,  68.9*, 0.00D,999.9,100000
723060,13722,19960609,74.8,24,70.2,24,1015.9,24,1000.2,7,8.3,24,7.6,24,15,16.9,   81.0*,  70.9*, 0.00H,999.9,110010
723060,13722,19960610,77.7,24,69.5,24,1016.1,24,1000.5,9,9.8,24,7.8,24,12,999.9,   88.0*,  72.0*, 0.72G,999.9,0
723060,13722,19960611,76.4,17,69.5,17,1015.6,17,999.7,6,9.6,17,5.7,17,18.8,25.8,   84.9*,  66.9*, 0.00G,999.9,110010
723060,13722,19960612,75.1,13,67.8,13,1014.5,13,998.8,4,7.1,13,6.6,13,18.8,31.9,   87.1*,  66.9*, 0.00H,999.9,110010
723060,13722,19960613,73,15,68.4,15,1015.3,15,999.8,5,4.6,15,5.6,15,8.9,999.9,   84.9*,  66.0*, 0.00B,999.9,100010
723060,13722,19960614,76.2,21,66.7,21,1015.7,21,9999.9,0,5.8,21,2.2,21,8.9,999.9,   88.0*,  66.0*, 0.00C,999.9,100000
723060,13722,19960615,76.5,24,69.3,24,1015.1,24,9999.9,0,5,24,2.7,24,8,999.9,   90.0*,  68.0*, 0.00D,999.9,110000
723060,13722,19960616,77.6,24,68.3,24,1017.3,24,9999.9,0,7,24,3.5,24,10.1,999.9,   89.1*,  66.9*, 0.02G,999.9,100000
723060,13722,19960617,77.9,24,69.8,24,1018,24,9999.9,0,9.9,24,4.6,24,10.1,999.9,   88.0*,  68.0*, 0.00G,999.9,0
723060,13722,19960618,80.7,24,70.2,24,1014.5,24,9999.9,0,9.9,24,6.7,24,10.1,999.9,   90.0*,  71.1*, 0.00D,999.9,0
723060,13722,19960619,79.8,12,71.5,12,1012.4,12,9999.9,0,9,12,4.9,12,10.1,999.9,   86.0*,  75.0*, 0.00H,999.9,110000
723060,13722,19960620,78.5,22,73,22,1010.6,22,9999.9,0,7.2,22,4.8,22,8.9,999.9,   90.0*,  70.9*, 0.20G,999.9,110000
723060,13722,19960621,78.4,24,72.1,24,1010.6,24,9999.9,0,4.4,24,2,24,6,999.9,   90.0*,  70.0*, 0.23G,999.9,0
723060,13722,19960622,80.6,24,71.6,24,1011.6,24,9999.9,0,4.1,24,2.9,24,8.9,999.9,   93.9*,  68.0*, 0.00G,999.9,100000
723060,13722,19960623,82.4,24,72.3,24,1011.7,24,9999.9,0,6.3,24,4.4,24,8,999.9,   93.0*,  72.9*, 0.00C,999.9,100000
723060,13722,19960624,85.2,24,74.9,24,1013.1,24,9999.9,0,5.5,24,3.7,24,10.1,999.9,   98.1*,  73.9*, 0.00D,999.9,0
